title,titleUrl,time,channel_name,channel_url,date,year,month,month_name,weekday,day,hour,minute
Beckham or Giggs? Benzema or Mbappé? Cristiano Ronaldo names his top player,https://www.youtube.com/watch?v=PX8ykesLfSE,2024-09-11 05:47:24.360000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-09-11,2024,9,September,Wednesday,11,5,47
Best TreeHouse 🏡 #shorts,https://www.youtube.com/watch?v=A4hWia9yCbg,2024-09-11 05:46:56.411000+00:00,KwySeuR,https://www.youtube.com/channel/UCYubptn-PjB-sFJKKB8QFtg,2024-09-11,2024,9,September,Wednesday,11,5,46
Minecraft Vertical Wires Tutorial | How to Transmit Redstone Signals Up & Down!,https://www.youtube.com/watch?v=pvom8rGDS9A,2024-09-10 12:06:23.897000+00:00,DoomFish,https://www.youtube.com/channel/UCV6WCoFF6yOA0g-pIOBogiQ,2024-09-10,2024,9,September,Tuesday,10,12,6
How to make a useless lever,https://www.youtube.com/watch?v=KhZad-7luL8,2024-09-10 11:59:54.607000+00:00,SteveOutcast,https://www.youtube.com/channel/UCSoPD0_yYlseLoH0ySOnVlw,2024-09-10,2024,9,September,Tuesday,10,11,59
Minecraft Secret Door Tutorial!,https://www.youtube.com/watch?v=JwyyDv9T6wI,2024-09-10 11:57:42.916000+00:00,SpecsTutorials,https://www.youtube.com/channel/UC1gBbNaSrThTst8d0iG4m0g,2024-09-10,2024,9,September,Tuesday,10,11,57
Cool Hidden Lever In Minecraft!,https://www.youtube.com/watch?v=yHCEONEqL-Y,2024-09-10 11:57:04.719000+00:00,cdwelley,https://www.youtube.com/channel/UCtXcTerg7YSTcocB4rBCBhA,2024-09-10,2024,9,September,Tuesday,10,11,57
How to Make an Invisible Lever in Minecraft,https://www.youtube.com/watch?v=WI03KSZNxng,2024-09-10 11:56:09.237000+00:00,Redstone Moose,https://www.youtube.com/channel/UCnWw7AwX27ejkslXN8cfZNw,2024-09-10,2024,9,September,Tuesday,10,11,56
Minecraft - The Completely Secret Hidden Door,https://www.youtube.com/watch?v=ZY62QjMB6c0,2024-09-10 11:45:46.936000+00:00,tehmagicpanda,https://www.youtube.com/channel/UCFzkfz6e-b0RFk2qQXN0qFg,2024-09-10,2024,9,September,Tuesday,10,11,45
2x1 Flush Piston Door in Under 30 Seconds! - Minute Redstone,https://www.youtube.com/watch?v=TL7OYOHWaYA,2024-09-10 11:27:47.468000+00:00,Poppins,https://www.youtube.com/channel/UCI726mZP8wW-y2XX6qOHmBQ,2024-09-10,2024,9,September,Tuesday,10,11,27
🦅 Minecraft Bedrock 1.20 | EASY 1x2 FLUSH PISTON DOOR TUTORIAL!,https://www.youtube.com/watch?v=DvLVLkd9MTc,2024-09-10 11:20:21.028000+00:00,WingsOfEnd,https://www.youtube.com/channel/UCQbUXwjpdwAtbTm2wJuoElQ,2024-09-10,2024,9,September,Tuesday,10,11,20
Minecraft How to Make a Spiral 3x3 Piston Door (Vault),https://www.youtube.com/watch?v=xWelHRhcNpQ,2024-09-10 11:20:03.639000+00:00,Kwipla,https://www.youtube.com/channel/UCwx4R-EJFHuwxoHgBQTk5CQ,2024-09-10,2024,9,September,Tuesday,10,11,20
The SIMPLE HIDDEN STAIRCASE! [Minecraft Bedrock 1.21] Tutorial,https://www.youtube.com/watch?v=GI8f07ATmfU,2024-09-10 11:18:34.388000+00:00,TomcoTwo,https://www.youtube.com/channel/UCJYQVPNhtB12S2qVJczfcjQ,2024-09-10,2024,9,September,Tuesday,10,11,18
how to make a 2 by 2 secret door in minecraft,https://www.youtube.com/watch?v=dckQQ9rNaz4,2024-09-10 11:17:35.639000+00:00,So very normal,https://www.youtube.com/channel/UCqqevhqP4Iw-HyVVwxi4Y-g,2024-09-10,2024,9,September,Tuesday,10,11,17
I Made Legendary CHEST In Minecraft Survival 😍,https://www.youtube.com/watch?v=SiXukjDZsj4,2024-09-10 11:15:51.488000+00:00,Anshu Bisht,https://www.youtube.com/channel/UCPjaNv8GlIamrxCbqincG_g,2024-09-10,2024,9,September,Tuesday,10,11,15
BUILDING BIGGEST CHEST IN MINECRAFT KHATARNAK GRAPHICS PART 64 !,https://www.youtube.com/watch?v=q86YscepA_Y,2024-09-10 11:15:04.780000+00:00,Khatarnak Ishan,https://www.youtube.com/channel/UCbxtF9IpNoYXcw0kz5Qhnhw,2024-09-10,2024,9,September,Tuesday,10,11,15
"v4.0.0 Official Ambassador Packs In eFootball™ 🔔🤩 Premium Club Packs, Ronaldo 2008 Big Time",https://www.youtube.com/watch?v=vLlWC6db6hQ,2024-09-09 16:41:33.941000+00:00,WhiteG-99P,https://www.youtube.com/channel/UC08zyEX9amyrnW49lgpIjMA,2024-09-09,2024,9,September,Monday,9,16,41
(MINECRAFT 1.20) How to Find SUSPICIOUS SAND MINECRAFT ARCHEOLOGY | Bedrock PE & Java,https://www.youtube.com/watch?v=GUpRWQyLKrs,2024-09-09 11:10:08.529000+00:00,TheAetherGamer,https://www.youtube.com/channel/UCh2wTVko2eWSKie7YwKmAaA,2024-09-09,2024,9,September,Monday,9,11,10
How To Find The Sniffer In Minecraft 1.21!,https://www.youtube.com/watch?v=fIvkWTLCC9k,2024-09-09 09:31:48.974000+00:00,wattles,https://www.youtube.com/channel/UCsuKgiVb2KJ2sZdrrwoAqsA,2024-09-09,2024,9,September,Monday,9,9,31
PDA to CFG Conversion,https://www.youtube.com/watch?v=BP-dpl_FsPM,2024-09-09 03:12:59.210000+00:00,Kartik Agarwal,https://www.youtube.com/channel/UCt-zTW9qLcjlc6P0P8Iq9lA,2024-09-09,2024,9,September,Monday,9,3,12
Backtracking in compiler design,https://www.youtube.com/watch?v=jTIzyB2w6eU,2024-09-08 17:59:56.590000+00:00,Sudhakar Atchala,https://www.youtube.com/channel/UCDxNoaHOj2l2bFrHgCkg6Zw,2024-09-08,2024,9,September,Sunday,8,17,59
Backtracking - Compiler Design,https://www.youtube.com/watch?v=SERiZcCWJ8M,2024-09-08 17:59:27.563000+00:00,Futures Hub,https://www.youtube.com/channel/UCNVLbsCZ9ZqkRYC9GrjXuTw,2024-09-08,2024,9,September,Sunday,8,17,59
Lecture 10  Examples to Check Grammar is ambiguous or not |  Compiler Design,https://www.youtube.com/watch?v=PZc67fO9JMY,2024-09-08 17:48:35.188000+00:00,Abhishek Sharma,https://www.youtube.com/channel/UC4Hu9iacw5pC2kwjWxiq4CQ,2024-09-08,2024,9,September,Sunday,8,17,48
CFG to GNF conversion,https://www.youtube.com/watch?v=RWGYiyjvfYQ,2024-09-08 17:36:57.232000+00:00,Kartik Agarwal,https://www.youtube.com/channel/UCt-zTW9qLcjlc6P0P8Iq9lA,2024-09-08,2024,9,September,Sunday,8,17,36
CFG to CNF Conversion,https://www.youtube.com/watch?v=kCbFf0pptqg,2024-09-08 17:30:43.010000+00:00,Kartik Agarwal,https://www.youtube.com/channel/UCt-zTW9qLcjlc6P0P8Iq9lA,2024-09-08,2024,9,September,Sunday,8,17,30
LL(1) Parsing Table in Compiler Design | Lecture 19,https://www.youtube.com/watch?v=4NWgdNquqEo,2024-09-08 17:19:07.197000+00:00,Abhishek Sharma,https://www.youtube.com/channel/UC4Hu9iacw5pC2kwjWxiq4CQ,2024-09-08,2024,9,September,Sunday,8,17,19
Lecture 13 How to remove Left Recursion in Compiler Design,https://www.youtube.com/watch?v=usDg_TdKbyo,2024-09-08 17:09:05.054000+00:00,Abhishek Sharma,https://www.youtube.com/channel/UC4Hu9iacw5pC2kwjWxiq4CQ,2024-09-08,2024,9,September,Sunday,8,17,9
Lecture 17  6 examples to find First and Follow | Most Important for exams,https://www.youtube.com/watch?v=L9iAmoEcGIE,2024-09-08 16:55:51.566000+00:00,Abhishek Sharma,https://www.youtube.com/channel/UC4Hu9iacw5pC2kwjWxiq4CQ,2024-09-08,2024,9,September,Sunday,8,16,55
Lecture 16 First and Follow in Compiler Design | LL(1) Parser,https://www.youtube.com/watch?v=xfHjoXXzlCY,2024-09-08 16:48:46.952000+00:00,Abhishek Sharma,https://www.youtube.com/channel/UC4Hu9iacw5pC2kwjWxiq4CQ,2024-09-08,2024,9,September,Sunday,8,16,48
Lecture 15 Left factoring with examples | Common prefix problem in Compiler Design,https://www.youtube.com/watch?v=CIN01KsPSpg,2024-09-08 16:48:40.312000+00:00,Abhishek Sharma,https://www.youtube.com/channel/UC4Hu9iacw5pC2kwjWxiq4CQ,2024-09-08,2024,9,September,Sunday,8,16,48
Lecture 14 Examples to eliminate left recursion | 6 Questions explained,https://www.youtube.com/watch?v=EHKTx9Df188,2024-09-08 16:45:36.936000+00:00,Abhishek Sharma,https://www.youtube.com/channel/UC4Hu9iacw5pC2kwjWxiq4CQ,2024-09-08,2024,9,September,Sunday,8,16,45
PDA to CFG Conversion,https://www.youtube.com/watch?v=BP-dpl_FsPM,2024-09-08 16:18:04.243000+00:00,Kartik Agarwal,https://www.youtube.com/channel/UCt-zTW9qLcjlc6P0P8Iq9lA,2024-09-08,2024,9,September,Sunday,8,16,18
CFG to PDA conversion  in hindi || simple tricks || part-1,https://www.youtube.com/watch?v=wWDwFfZFrqA,2024-09-08 16:09:26.928000+00:00,Tech difference,https://www.youtube.com/channel/UCFFAC3MxdhiWGSgIWU3pTGg,2024-09-08,2024,9,September,Sunday,8,16,9
cfg to pda conversion | conversion  | TOC | Lec-84 | Bhanu Priya,https://www.youtube.com/watch?v=mehO_4R7D6o,2024-09-08 16:06:02.511000+00:00,Education 4u,https://www.youtube.com/channel/UCKS34cSMNaXaySe2xgXH-3A,2024-09-08,2024,9,September,Sunday,8,16,6
context free grammar in automata |Example-1 | TOC | Lec-49 | Bhanu Priya,https://www.youtube.com/watch?v=nyjB5xW0tQc,2024-09-08 16:00:58.062000+00:00,Education 4u,https://www.youtube.com/channel/UCKS34cSMNaXaySe2xgXH-3A,2024-09-08,2024,9,September,Sunday,8,16,0
Lec-52: Design PDA for {w | na(w) = nb(w)} CFL language | Pushdown automata | TOC,https://www.youtube.com/watch?v=0OgKbFx3mH0,2024-09-08 15:56:28.129000+00:00,Gate Smashers,https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw,2024-09-08,2024,9,September,Sunday,8,15,56
Lec-51: Design PDA for 0^n1^2n CFL Language | Very Important| Must Watch,https://www.youtube.com/watch?v=fc7wLWiDNBM,2024-09-08 15:50:41.330000+00:00,Gate Smashers,https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw,2024-09-08,2024,9,September,Sunday,8,15,50
Lec-50: What is Pushdown Automata in TOC | Definition & Explanation in Hindi,https://www.youtube.com/watch?v=7lcwlNNCP1E,2024-09-08 15:44:38.197000+00:00,Gate Smashers,https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw,2024-09-08,2024,9,September,Sunday,8,15,44
Minecraft Any Gravity Block Duper - 72k Per Hour!,https://www.youtube.com/watch?v=BAPyHRb3kZU,2024-09-08 10:12:39.852000+00:00,Shulkercraft,https://www.youtube.com/channel/UCLdQc5zUbFpM4Y0iKfESDTA,2024-09-08,2024,9,September,Sunday,8,10,12
10 PORTFOLIO PROJECTS TO ADD TO YOUR DATA PORTFOLIO,https://www.youtube.com/watch?v=wObV_hwu2QM,2024-09-07 14:17:57.930000+00:00,Mo Chen,https://www.youtube.com/channel/UCDybamfye5An6p-j1t2YMsg,2024-09-07,2024,9,September,Saturday,7,14,17
7 Data Projects YOU NEED NOW to be Job-Ready,https://www.youtube.com/watch?v=5W_YsTP8B54,2024-09-07 14:17:50.231000+00:00,Lore So What,https://www.youtube.com/channel/UCtoNXlIegvxkvf5Ji8S57Ag,2024-09-07,2024,9,September,Saturday,7,14,17
Guided Data Science Projects for Your Resume!📄👨‍💼  #dataanalysis #datascience  #data  #shorts,https://www.youtube.com/watch?v=-JOoeynadEQ,2024-09-07 14:12:52.664000+00:00,codebasics,https://www.youtube.com/channel/UCh9nVJoWXmFb7sLApWGcLPQ,2024-09-07,2024,9,September,Saturday,7,14,12
How to Build a Professional Data Portfolio Website (Full Tutorial),https://www.youtube.com/watch?v=U69s3XXBMbg,2024-09-07 14:04:39.833000+00:00,Matt Mike,https://www.youtube.com/channel/UC_tgXLfHYVXFIe-8c4cRUNQ,2024-09-07,2024,9,September,Saturday,7,14,4
Create a Personal Financial Dashboard with Microsoft Excel,https://www.youtube.com/watch?v=StGOX_gZeLU,2024-09-07 14:02:30.050000+00:00,Other Level’s,https://www.youtube.com/channel/UCuDF09RGFE3V3lY77Z_cA9g,2024-09-07,2024,9,September,Saturday,7,14,2
I Create Dashboard in One Minute using Python | Python for beginners | #python #coding #programming,https://www.youtube.com/watch?v=zvDvixsjOS8,2024-09-07 14:01:29.131000+00:00,Code Nust,https://www.youtube.com/channel/UCVmKVD1r-RwmagvXCLR_dcw,2024-09-07,2024,9,September,Saturday,7,14,1
I Got 800 Freelance Clients on Fiverr By Doing THIS! #shorts,https://www.youtube.com/watch?v=uZGrOPFc11Y,2024-09-07 13:59:07.784000+00:00,Mehul - Codedamn,https://www.youtube.com/channel/UCJUmE61LxhbhudzUugHL2wQ,2024-09-07,2024,9,September,Saturday,7,13,59
How to Start Freelancing as a Data Scientist / Analyst (part-time),https://www.youtube.com/watch?v=YQ-RXMtQYYM,2024-09-07 13:58:15.292000+00:00,Shashank Kalanithi,https://www.youtube.com/channel/UCvZnwzmc3m1Eush-Or8Z6DA,2024-09-07,2024,9,September,Saturday,7,13,58
THIS Data Analytics Portfolio will ACTUALLY get you a Job,https://www.youtube.com/watch?v=pafzoMuGWVs,2024-09-07 13:50:44.750000+00:00,Lore So What,https://www.youtube.com/channel/UCtoNXlIegvxkvf5Ji8S57Ag,2024-09-07,2024,9,September,Saturday,7,13,50
"From Tier 3 College Fresher  To Data Analyst, No Code, No Internship, Google Skills",https://www.youtube.com/watch?v=w6uxgYjVxJg,2024-09-07 13:40:28.315000+00:00,Kedar Bhai Sunno!!,https://www.youtube.com/channel/UCJDTeh0TDzpkcFkjNN_TQ7A,2024-09-07,2024,9,September,Saturday,7,13,40
How to Create a Gig on Fiverr | Fiverr Tutorial for Beginners | Aasil Khan,https://www.youtube.com/watch?v=mVdyKy2Hn0U,2024-09-07 13:31:24.127000+00:00,Aasil Khan,https://www.youtube.com/channel/UCaZgwr4GgVOPW8q7MGe5oFg,2024-09-07,2024,9,September,Saturday,7,13,31
Making Money on FIVERR as Beginner Freelancer 😥,https://www.youtube.com/watch?v=q9nJwtPLyA4,2024-09-07 13:29:57.036000+00:00,Ishan Sharma,https://www.youtube.com/channel/UCY6N8zZhs2V7gNTUxPuKWoQ,2024-09-07,2024,9,September,Saturday,7,13,29
Freelancer Data Analyst | Python | Excel | Tableau | Presentation |  #order  #fiverr #fiverrgigideas,https://www.youtube.com/watch?v=Qeb1bbI0m-w,2024-09-07 13:29:37.420000+00:00,Let's learn together LLT,https://www.youtube.com/channel/UCU_KezqzyTaFdKTk6mBUDJw,2024-09-07,2024,9,September,Saturday,7,13,29
Can I Show My Fiverr | Tableau | Power BI & Python Freelancer Experience in Data Analyst Jobs ?,https://www.youtube.com/watch?v=eGztVN7FFCQ,2024-09-07 13:28:30.373000+00:00,BigDataKB․com,https://www.youtube.com/channel/UCcLYXkT37EAs0Ocn1WZ2OxQ,2024-09-07,2024,9,September,Saturday,7,13,28
How much does a DATA SCIENTIST make?,https://www.youtube.com/watch?v=bepp8Xd6fQM,2024-09-07 13:27:13.070000+00:00,Broke Brothers,https://www.youtube.com/channel/UCvknEk1Bjmep7Ebv6QrJGSg,2024-09-07,2024,9,September,Saturday,7,13,27
Is Data Science Hard or Easy?? #dataanalytics #datascience,https://www.youtube.com/watch?v=Ep7_U4UDBAs,2024-09-07 13:25:41.245000+00:00,BEPEC by Kanth - #BuildExperience & Get Hired!,https://www.youtube.com/channel/UCn1USB9-5UqKJTSHd1JGcVw,2024-09-07,2024,9,September,Saturday,7,13,25
How to Get Job as Data Science Fresher? #datascience,https://www.youtube.com/watch?v=fjeIV24tfCg,2024-09-07 13:24:39.927000+00:00,BEPEC by Kanth - #BuildExperience & Get Hired!,https://www.youtube.com/channel/UCn1USB9-5UqKJTSHd1JGcVw,2024-09-07,2024,9,September,Saturday,7,13,24
Watch Cristiano Ronaldo’s 900th goal from all angles!,https://www.youtube.com/watch?v=9KXHnqrXZhk,2024-09-07 13:21:39.382000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-09-07,2024,9,September,Saturday,7,13,21
¡La REVELACIÓN que más ha sorprendido a Cristiano!,https://www.youtube.com/watch?v=zuRujkxTv2Y,2024-09-06 19:02:04.751000+00:00,UR · Cristiano,https://www.youtube.com/channel/UCtxD0x6AuNNqdXO9Wp5GHew,2024-09-06,2024,9,September,Friday,6,19,2
"The Uorfi Javed Roast Show | Munawar Faruqui | Ft. Kullu, Maheep Singh, Shreeja & Raunaq Rajani",https://www.youtube.com/watch?v=lSk13LENm2Y,2024-09-06 19:01:04.481000+00:00,Munawar Faruqui,https://www.youtube.com/channel/UC4aTcVTewbHtLeV8eK3enwA,2024-09-06,2024,9,September,Friday,6,19,1
Tips to INSTANTLY Improve Your Attack in Final Third | eFootball 2024 mobile #efootball,https://www.youtube.com/watch?v=akYs3D3jj4I,2024-09-06 13:12:03.782000+00:00,Flexi Gaming,https://www.youtube.com/channel/UCxepdjhW7MJl8ekzTIUEQlQ,2024-09-06,2024,9,September,Friday,6,13,12
GOAL of the season - EFOOTBALL,https://www.youtube.com/watch?v=2hilzPjrUU0,2024-09-06 13:11:48.670000+00:00,Uzil,https://www.youtube.com/channel/UC_h88iFV-eibSf979udp4wg,2024-09-06,2024,9,September,Friday,6,13,11
900,https://www.youtube.com/watch?v=RzULNOQWrdA,2024-09-06 13:10:39.082000+00:00,Talk Football HD,https://www.youtube.com/channel/UCV-aKADhLal5ki1ZqEAqjjw,2024-09-06,2024,9,September,Friday,6,13,10
